PERSON_ID,FIRST_NAME,LAST_NAME,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,TEAM_ID,DLEAGUE_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1627884,Derrick,Jones Jr.,1997-02-15,UNLV,USA,6-6,210,9,55,Forward,1610612746,Y,Undrafted,Undrafted,Undrafted,N
1642258,Zaccharie,Risacher,2005-04-08,JL Bourg-en-Bresse,France,6-8,200,1,10,Forward,1610612737,N,2024,1,1,N
1642259,Alex,Sarr,2005-04-26,Perth,France,7-0,205,1,20,Center,1610612764,N,2024,1,2,N
1642261,Dalton,Knecht,2001-04-19,Tennessee,USA,6-6,215,1,4,Forward,1610612747,N,2024,1,17,N
1642262,Cody,Williams,2004-11-20,Colorado,USA,6-7,190,1,5,Forward,1610612762,Y,2024,1,10,N
1642263,Reed,Sheppard,2004-06-24,Kentucky,USA,6-2,185,1,15,Guard,1610612745,Y,2024,1,3,N
1642264,Stephon,Castle,2004-11-01,Connecticut,USA,6-6,215,1,5,Guard,1610612759,N,2024,1,4,N
1642265,Rob,Dillingham,2005-01-04,Kentucky,USA,6-3,175,1,4,Guard,1610612750,Y,2024,1,8,N
1642266,Ja'Kobe,Walter,2004-09-04,Baylor,USA,6-5,180,1,14,Guard,1610612761,Y,2024,1,19,N
1642267,Bub,Carrington,2005-07-21,Pittsburgh,USA,6-4,190,1,8,Guard,1610612764,N,2024,1,14,N
1642268,Isaiah,Collier,2004-10-08,Southern California,USA,6-3,210,1,13,Guard,1610612762,Y,2024,1,29,N
1642269,Devin,Carter,2002-03-18,Providence,USA,6-2,195,1,22,Guard,1610612758,Y,2024,1,13,N
1642270,Donovan,Clingan,2004-02-23,Connecticut,USA,7-2,280,1,23,Center,1610612757,N,2024,1,7,N
1642271,Kyle,Filipowski,2003-11-07,Duke,USA,6-11,250,1,22,Center,1610612762,Y,2024,2,32,N
1627936,Alex,Caruso,1994-02-28,Texas A&M,USA,6-5,186,8,9,Guard,1610612760,Y,Undrafted,Undrafted,Undrafted,N
1642273,Kyshawn,George,2003-12-12,Miami,Switzerland,6-8,200,1,18,Forward,1610612764,N,2024,1,24,N
1642274,Yves,Missi,2004-05-14,Baylor,Cameroon,6-11,235,1,21,Center,1610612740,N,2024,1,21,N
1642275,Tidjane,Salaün,2005-08-10,Cholet,France,6-8,207,1,31,Forward,1610612766,Y,2024,1,6,N
1642276,Kel'el,Ware,2004-04-20,Indiana,USA,7-0,230,1,7,Center,1610612748,Y,2024,1,15,N
1642277,Johnny,Furphy,2004-12-08,Kansas,Australia,6-9,200,1,12,Guard,1610612754,Y,2024,2,35,N
1642278,Tyler,Kolek,2001-03-27,Marquette,USA,6-3,195,1,13,Guard,1610612752,Y,2024,2,34,N
1642279,Ulrich,Chomche,2005-12-30,NBA Global Academy,Cameroon,6-11,235,1,22,Center,1610612761,Y,2024,2,57,N
1642280,Trentyn,Flowers,2005-03-08,Adelaide,USA,6-9,185,1,9,Forward,1610612746,Y,Undrafted,Undrafted,Undrafted,N
1642281,Jaylon,Tyson,2002-12-02,California,USA,6-6,215,1,24,Guard-Forward,1610612739,Y,2024,1,20,N
1642285,Cam,Spencer,2000-04-06,Connecticut,USA,6-4,205,1,24,Guard,1610612763,Y,2024,2,53,N
1642345,Oso,Ighodaro,2002-07-14,Marquette,USA,7-0,235,1,4,Forward,1610612756,Y,2024,2,40,N
1642346,Ryan,Dunn,2003-01-07,Virginia,USA,6-8,216,1,0,Forward,1610612756,N,2024,1,28,N
1642347,Jamal,Shead,2002-07-24,Houston,USA,6-1,200,1,23,Guard,1610612761,Y,2024,2,45,N
1642348,Justin,Edwards,2003-12-16,Kentucky,USA,6-7,203,1,19,Forward,1610612755,Y,Undrafted,Undrafted,Undrafted,N
1642349,Ajay,Mitchell,2002-06-25,California-Santa Barbara,Belgium,6-5,190,1,25,Guard,1610612760,N,2024,2,38,N
1642352,Keshad,Johnson,2001-06-23,Arizona,USA,6-7,225,1,16,Forward,1610612748,Y,Undrafted,Undrafted,Undrafted,N
1642353,Cam,Christie,2005-07-24,Minnesota,USA,6-6,190,1,12,Guard,1610612746,Y,2024,2,46,N
1642354,KJ,Simpson,2002-08-08,Colorado,USA,6-0,189,1,25,Guard,1610612766,Y,2024,2,42,N
1642355,Bronny,James,2004-10-06,Southern California,USA,6-3,210,1,9,Guard,1610612747,Y,2024,2,55,N
1642358,AJ,Johnson,2004-12-01,Illawarra,USA,6-5,160,1,5,Guard,1610612764,Y,2024,1,23,N
1642359,Pacôme,Dadiet,2005-07-27,Ratiopharm Ulm,France,6-8,210,1,4,Forward,1610612752,Y,2024,1,25,N
1642366,Quinten,Post,2000-03-21,Boston College,Netherlands,7-0,238,1,21,Center,1610612744,Y,2024,2,52,N
1642367,Jonathan,Mogbo,2001-10-29,San Francisco,USA,6-9,225,1,2,Forward,1610612761,Y,2024,2,31,N
1642368,N'Faly,Dante,2001-10-19,Oregon,Mali,6-11,230,1,3,Center,1610612745,Y,Undrafted,Undrafted,Undrafted,N
1642377,Jaylen,Wells,2003-08-26,Washington State,USA,6-8,,1,0,Forward,1610612763,N,2024,2,39,N
1642382,Branden,Carlson,1999-06-14,Utah,USA,7-0,220,1,15,Center,1610612760,Y,Undrafted,Undrafted,Undrafted,N
1642384,Isaiah,Crawford,2001-11-01,Louisiana Tech,USA,6-6,220,1,24,Forward,1610612758,Y,Undrafted,Undrafted,Undrafted,N
1642389,Zyon,Pullin,2001-03-03,Florida,USA,6-4,206,1,,Guard,1610612763,Y,Undrafted,Undrafted,Undrafted,N
1642399,Jesse,Edwards,2000-03-18,West Virginia,Netherlands,7-0,236,1,14,Center,1610612750,Y,Undrafted,Undrafted,Undrafted,N
1642402,Enrique,Freeman,2000-07-29,Akron,USA,6-7,220,1,8,Forward,1610612754,Y,2024,2,50,N
1642403,Isaac,Jones,2000-07-11,Washington State,USA,6-9,245,1,3,Forward,1610612758,Y,Undrafted,Undrafted,Undrafted,N
1642419,Jamison,Battle,2001-05-10,Ohio State,USA,6-7,220,1,77,Forward,1610612761,Y,Undrafted,Undrafted,Undrafted,N
202681,Kyrie,Irving,1992-03-23,Duke,Australia,6-2,195,14,11,Guard,1610612742,N,2011,1,1,N
202684,Tristan,Thompson,1991-03-13,Texas-Austin,Canada,6-9,254,14,13,Center-Forward,1610612739,N,2011,1,4,N
202685,Jonas,Valančiūnas,1992-05-06,Lietuvos rytas Vilnius,Lithuania,6-11,265,13,17,Center,1610612758,N,2011,1,5,N
202687,Bismack,Biyombo,1992-08-28,Baloncesto Fuenlabrada,DRC,6-8,255,14,15,Center,1610612759,N,2011,1,7,N
1642434,Riley,Minix,2000-09-22,Morehead State,USA,6-7,230,1,27,Forward,1610612759,Y,Undrafted,Undrafted,Undrafted,N
202691,Klay,Thompson,1990-02-08,Washington State,USA,6-5,220,12,31,Guard,1610612742,N,2011,1,11,N
202692,Alec,Burks,1991-07-20,Colorado,USA,6-5,214,14,18,Guard,1610612748,Y,2011,1,12,N
202693,Markieff,Morris,1989-09-02,Kansas,USA,6-9,245,14,88,Forward,1610612747,N,2011,1,13,N
202695,Kawhi,Leonard,1991-06-29,San Diego State,USA,6-7,225,13,2,Forward,1610612746,N,2011,1,15,Y
202696,Nikola,Vučević,1990-10-24,Southern California,Montenegro,6-10,260,14,9,Center,1610612741,N,2011,1,16,N
1642443,Jahmir,Young,2000-10-07,Maryland,USA,6-1,185,1,11,Guard,1610612741,Y,Undrafted,Undrafted,Undrafted,N
202699,Tobias,Harris,1992-07-15,Tennessee,USA,6-8,226,14,12,Forward,1610612765,N,2011,1,19,N
1642449,Tolu,Smith,2000-07-26,Mississippi State,USA,6-11,,1,35,Forward,1610612765,Y,Undrafted,Undrafted,Undrafted,N
1642450,Daniss,Jenkins,2001-08-17,St. John's,USA,6-3,165,1,24,Guard,1610612765,Y,Undrafted,Undrafted,Undrafted,N
1630162,Anthony,Edwards,2001-08-05,Georgia,USA,6-4,225,5,5,Guard,1610612750,N,2020,1,1,N
1630163,LaMelo,Ball,2001-08-22,Illawarra,USA,6-7,180,5,1,Guard,1610612766,N,2020,1,3,N
202709,Cory,Joseph,1991-08-20,Texas,Canada,6-2,200,14,10,Guard,1610612753,Y,2011,1,29,N
202710,Jimmy,Butler III,1989-09-14,Marquette,USA,6-7,230,14,10,Forward,1610612744,N,2011,1,30,N
1630167,Obi,Toppin,1998-03-04,Dayton,USA,6-9,220,5,1,Forward,1610612754,N,2020,1,8,N
1630168,Onyeka,Okongwu,2000-12-11,Southern California,USA,6-10,240,5,17,Forward-Center,1610612737,Y,2020,1,6,N
1630169,Tyrese,Haliburton,2000-02-29,Iowa State,USA,6-5,185,5,0,Guard,1610612754,N,2020,1,12,N
1630170,Devin,Vassell,2000-08-23,Florida State,USA,6-5,200,5,24,Guard-Forward,1610612759,N,2020,1,11,N
1630171,Isaac,Okoro,2001-01-26,Auburn,USA,6-5,225,5,35,Forward-Guard,1610612739,N,2020,1,5,N
1630172,Patrick,Williams,2001-08-26,Florida State,USA,6-7,215,5,44,Forward,1610612741,N,2020,1,4,N
1630173,Precious,Achiuwa,1999-09-19,Memphis,Nigeria,6-8,243,5,5,Forward,1610612752,N,2020,1,20,N
1630174,Aaron,Nesmith,1999-10-16,Vanderbilt,USA,6-6,215,5,23,Guard-Forward,1610612754,Y,2020,1,14,N
1630175,Cole,Anthony,2000-05-15,North Carolina,USA,6-2,185,5,50,Guard,1610612763,N,2020,1,15,N
1642461,Spencer,Jones,2001-06-14,Stanford,USA,6-7,225,1,21,Forward,1610612743,Y,Undrafted,Undrafted,Undrafted,N
1630178,Tyrese,Maxey,2000-11-04,Kentucky,USA,6-2,200,5,0,Guard,1610612755,N,2020,1,21,N
1630182,Josh,Green,2000-11-16,Arizona,Australia,6-5,200,5,10,Guard,1610612766,Y,2020,1,18,N
1630183,Jaden,McDaniels,2000-09-29,Washington,USA,6-9,185,5,3,Forward,1610612750,N,2020,1,28,N
1630188,Jalen,Smith,2000-03-16,Maryland,USA,6-9,215,5,7,Forward-Center,1610612741,Y,2020,1,10,N
1630191,Isaiah,Stewart,2001-05-22,Washington,USA,6-8,250,5,28,Forward-Center,1610612765,N,2020,1,16,N
1630192,Zeke,Nnaji,2001-01-09,Arizona,USA,6-9,240,5,22,Forward-Center,1610612743,N,2020,1,22,N
1630193,Immanuel,Quickley,1999-06-17,Kentucky,USA,6-2,190,5,5,Guard,1610612761,N,2020,1,25,N
1630194,Paul,Reed,1999-06-14,DePaul,USA,6-9,210,5,7,Forward,1610612765,Y,2020,2,58,N
1642484,RayJ,Dennis,2001-03-30,Baylor,USA,6-2,180,1,10,Guard,1610612754,Y,Undrafted,Undrafted,Undrafted,N
1630198,Isaiah,Joe,1999-07-02,Arkansas,USA,6-3,165,5,11,Guard,1610612760,Y,2020,2,49,N
1630200,Tre,Jones,2000-01-08,Duke,USA,6-1,185,5,30,Guard,1610612741,Y,2020,2,41,N
1630202,Payton,Pritchard,1998-01-28,Oregon,USA,6-1,195,5,11,Guard,1610612738,N,2020,1,26,N
1630205,Lamar,Stevens,1997-07-09,Penn State,USA,6-7,230,5,8,Forward,1610612763,Y,Undrafted,Undrafted,Undrafted,N
